reviewerid,reviewno_reviewers,analoral_ct,cuddling_ct,cunninlingus_ct,ejaculationonbody_ct,fellatio_ct,intercourseanal_ct,intercoursevaginal_ct,kissing_ct,manualanalstimulation_ct,manualpenilestimulation_ct,manualvaginalstimulation_ct,massage_ct,sm_ct,testiclestimulation_ct,threesome_ct,analoral_ct_bin,cuddling_ct_bin,cunninlingus_ct_bin,ejaculationonbody_ct_bin,fellatio_ct_bin,intercourseanal_ct_bin,intercoursevaginal_ct_bin,kissing_ct_bin,manualanalstimulation_ct_bin,manualpenilestimulation_ct_bin,manualvaginalstimulation_ct_bin,massage_ct_bin,sm_ct_bin,testiclestimulation_ct_bin,threesome_ct_bin,avgspph_p50,avgspph_sd,avgspph_avg,app_reviewer_p50,app_reviewer_sd,app_reviewer_avg,perf_reviewer_p50,perf_reviewer_sd,perf_reviewer_avg,cscore_reviewer_p50,cscore_reviewer_sd,cscore_reviewer_avg,rvwdate_last_reviewer,rvwyear_last_reviewer,rvwdate_first_reviewer,rvwyear_first_reviewer,rptescorts_reviewers,rvwduration_years_reviewer,rvwduration_days_reviewer,appgap_reviewer_p50,age_cont2_p50,height_cont2_p50,breastsize_cont2_p50,breastcup_cont_p50,hairlength_cont_p50,kiss_bin_p50,kiss_tongue_bin_p50,blowjob_bin_p50,blowjob_condom_bin_p50,cuminmouth_bin_p50,touchpussy_bin_p50,lickpussy_bin_p50,sex_bin_p50,multiplepops_bin_p50,anal_bin_p50,rimming_bin_p50,sm_bin_p50,twogirlaction_bin_p50,bringsecondprovider_bin_p50,multipleguys_bin_p50,avgpph_p50,reviewno_escort_sd,appgap_reviewer_sd,age_cont2_sd,height_cont2_sd,breastsize_cont2_sd,breastcup_cont_sd,hairlength_cont_sd,kiss_bin_sd,kiss_tongue_bin_sd,blowjob_bin_sd,blowjob_condom_bin_sd,cuminmouth_bin_sd,touchpussy_bin_sd,lickpussy_bin_sd,sex_bin_sd,multiplepops_bin_sd,anal_bin_sd,rimming_bin_sd,sm_bin_sd,twogirlaction_bin_sd,bringsecondprovider_bin_sd,multipleguys_bin_sd,avgpph_sd,reviewno_escort_avg,appgap_reviewer_avg,age_cont2_avg,height_cont2_avg,breastsize_cont2_avg,breastcup_cont_avg,hairlength_cont_avg,kiss_bin_avg,kiss_tongue_bin_avg,blowjob_bin_avg,blowjob_condom_bin_avg,cuminmouth_bin_avg,touchpussy_bin_avg,lickpussy_bin_avg,sex_bin_avg,multiplepops_bin_avg,anal_bin_avg,rimming_bin_avg,sm_bin_avg,twogirlaction_bin_avg,bringsecondprovider_bin_avg,multipleguys_bin_avg,ontime_bin_avg,smokes_bin_avg,breastimplants_bin_avg,pubichair_cont_avg,transsexual_bin_avg,servicearea_bin_escort_avg,servicearea_bin_massage_avg,servicearea_bin_sm_avg,servicearea_bin_multiple_avg,pornstar_bin_avg,avgpph_avg,unqescorts_reviewers,ethnicity_n,ethnicity_mode,build_n,build_mode,breastappearance_n,breastappearance_mode,haircolor_n,haircolor_mode,hairtype_n,hairtype_mode,service_n,service_mode,reviewno_escort_max,reviewno_escort_min
8762,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,350,,350,9,,9,9,,9,9,,9,01sep2006,2006,01sep2006,2006,0,0,0,0,21,66,34,5,6,1,1,1,1,0,1,1,1,1,1,,1,1,1,,350,,,,,,,,,,,,,,,,,,,,,,,,1,0,21,66,34,5,6,1,1,1,1,0,1,1,1,1,1,,1,1,1,,1,0,0,,0,1,0,1,1,,350,1,1,African american,1,Athletic,1,Super nice,1,Brown,1,Straight,1,Escort/Massage/S&M,1,1
8808,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,275,,275,7,,7,9,,9,8,,8,01sep2007,2007,01sep2007,2007,0,0,0,-2,26,66,40,5,5,1,0,1,0,0,1,1,1,1,,,0,1,1,0,275,,,,,,,,,,,,,,,,,,,,,,,,14,-2,26,66,40,5,5,1,0,1,0,0,1,1,1,1,,,0,1,1,0,1,0,0,0,0,1,1,0,1,0,275,1,1,African american,1,Other,1,Super nice,1,Brown,1,Straight,1,Escort/Massage,14,14
8866,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,233,,233,8,,8,9,,9,8.5,,8.5,01aug2006,2006,01aug2006,2006,0,0,0,-1,31,60,34,3,6,1,1,1,0,0,1,1,1,1,1,,1,1,1,1,233,,,,,,,,,,,,,,,,,,,,,,,,23,-1,31,60,34,3,6,1,1,1,0,0,1,1,1,1,1,,1,1,1,1,1,0,0,,0,1,0,1,1,0,233,1,1,Latina,1,Average,1,Youthful,1,Brown,1,Some curls,1,Escort/Massage/S&M,23,23
8921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,,325,9,,9,9,,9,9,,9,01jul2005,2005,01jul2005,2005,0,0,0,0,26,63,36,4,5,,,1,1,0,1,,1,1,1,0,0,,,0,325,,,,,,,,,,,,,,,,,,,,,,,,72,0,26,63,36,4,5,,,1,1,0,1,,1,1,1,0,0,,,0,1,1,1,0,0,1,1,0,1,0,325,1,1,White,1,Baby fat,1,Perky,1,Blonde,1,Curly,1,Escort/Massage,72,72
8949,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,400,,400,9,,9,9,,9,9,,9,01jan2009,2009,01jan2009,2009,0,0,0,0,26,60,32,3,5,1,0,1,1,0,1,,1,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,14,0,26,60,32,3,5,1,0,1,1,0,1,,1,,,,,,,,1,1,1,0,0,1,1,0,1,0,400,1,1,White,1,Thin,1,Rock hard,1,Blonde,1,Some curls,1,Escort/Massage,14,14
9064,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01dec2005,2005,01dec2005,2005,0,0,0,-1,26,63,34,2,4,,,,,,,,1,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,7,-1,26,63,34,2,4,,,,,,,,1,,,,,,,,1,0,0,,0,1,0,1,1,0,200,1,1,African american,1,Athletic,1,Perky,1,Black,1,Straight,1,Escort/Massage/S&M,7,7
9138,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,235,,235,8,,8,9,,9,8.5,,8.5,01jul2003,2003,01jul2003,2003,0,0,0,-1,21,63,34,2,3,,,1,1,0,0,0,1,0,0,,0,1,1,0,235,,,,,,,,,,,,,,,,,,,,,,,,117,-1,21,63,34,2,3,,,1,1,0,0,0,1,0,0,,0,1,1,0,1,0,0,,0,1,1,0,1,0,235,1,1,White,1,Thin,1,Perky,1,Blonde,1,Some curls,1,Escort/Massage,117,117
9172,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,272.5,,272.5,8,,8,9,,9,8.5,,8.5,01sep2010,2010,01sep2010,2010,0,0,0,-1,26,60,30,1,2,1,1,1,0,1,1,1,1,1,1,1,,1,1,,272.5,,,,,,,,,,,,,,,,,,,,,,,,14,-1,26,60,30,1,2,1,1,1,0,1,1,1,1,1,1,1,,1,1,,1,0,0,0,0,1,0,1,1,0,272.5,1,1,White,1,Thin,1,Youthful,1,Blonde,1,Straight,1,Escort/Massage/S&M,14,14
9300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,,250,9,,9,9,,9,9,,9,01may2005,2005,01may2005,2005,0,0,0,0,21,63,36,4,4,1,0,1,0,1,1,1,1,1,0,,,1,1,,250,,,,,,,,,,,,,,,,,,,,,,,,41,0,21,63,36,4,4,1,0,1,0,1,1,1,1,1,0,,,1,1,,1,0,0,2,0,1,1,0,1,0,250,1,1,Latina,1,Baby fat,1,Perky,1,Brown,1,Some curls,1,Escort/Massage,41,41
9316,1,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,312.5,,312.5,9,,9,9,,9,9,,9,01aug2006,2006,01aug2006,2006,0,0,0,0,21,63,34,3,5,1,1,1,1,,1,1,1,1,0,,0,1,1,0,287.33334,,,,,,,,,,,,,,,,,,,,,,,,3,0,21,63,34,3,5,1,1,1,1,,1,1,1,1,0,,0,1,1,0,1,0,0,0,0,1,1,0,1,,287.33334,1,1,White,1,Thin,1,Super nice,1,Red,1,Straight,1,Escort/Massage,3,3
9326,1,0,0,0,0,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,200,,200,8,,8,9,,9,8.5,,8.5,01nov2009,2009,01nov2009,2009,0,0,0,-1,21,66,34,4,6,1,1,1,0,1,1,1,1,1,1,,,,,0,200,,,,,,,,,,,,,,,,,,,,,,,,98,-1,21,66,34,4,6,1,1,1,0,1,1,1,1,1,1,,,,,0,0,0,0,0,0,1,1,0,1,0,200,1,1,White,1,Athletic,1,Youthful,1,Black,1,Straight,1,Escort/Massage,98,98
9331,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,250,,250,8,,8,9,,9,8.5,,8.5,01jul2003,2003,01jul2003,2003,0,0,0,-1,41,66,36,3,5,1,1,1,0,0,1,1,1,,,,0,1,,0,250,,,,,,,,,,,,,,,,,,,,,,,,62,-1,41,66,36,3,5,1,1,1,0,0,1,1,1,,,,0,1,,0,1,1,0,,0,1,1,0,1,0,250,1,1,White,1,Thin,1,Average,1,Brown,1,Straight,1,Escort/Massage,62,62
9476,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,283.33334,,283.33334,7,,7,9,,9,8,,8,01jul2005,2005,01jul2005,2005,0,0,0,-2,41,63,38,5,5,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,283.33334,,,,,,,,,,,,,,,,,,,,,,,,514,-2,41,63,38,5,5,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,,0,1,1,0,1,0,283.33334,1,1,White,1,Heavy,1,Droopy,1,Black,1,Straight,1,Escort/Massage,514,514
9488,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,275,,275,9,,9,9,,9,9,,9,01dec2003,2003,01dec2003,2003,0,0,0,0,26,66,34,3,4,1,0,1,0,0,1,1,1,0,1,,,1,1,1,275,,,,,,,,,,,,,,,,,,,,,,,,10,0,26,66,34,3,4,1,0,1,0,0,1,1,1,0,1,,,1,1,1,1,0,0,0,0,1,1,0,1,0,275,1,1,White,1,Athletic,1,Youthful,1,Bleached,1,Curly,1,Escort/Massage,10,10
9512,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,230,,230,7,,7,9,,9,8,,8,01nov2010,2010,01nov2010,2010,0,0,0,-2,18,66,36,2,4,,,1,1,0,1,1,1,1,,,,1,,,230,,,,,,,,,,,,,,,,,,,,,,,,37,-2,18,66,36,2,4,,,1,1,0,1,1,1,1,,,,1,,,1,1,0,0,0,1,1,0,1,0,230,1,1,White,1,Average,1,Youthful,1,Black,1,Straight,1,Escort/Massage,37,37
9554,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,400,,400,9,,9,9,,9,9,,9,01jun2004,2004,01jun2004,2004,0,0,0,0,26,66,34,3,6,0,0,1,1,0,1,1,1,0,0,,1,1,1,,400,,,,,,,,,,,,,,,,,,,,,,,,24,0,26,66,34,3,6,0,0,1,1,0,1,1,1,0,0,,1,1,1,,1,1,0,,0,1,0,1,1,0,400,1,1,White,1,Thin,1,Perky,1,Brown,1,Straight,1,Escort/Massage/S&M,24,24
9613,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,250,,250,9,,9,9,,9,9,,9,01aug2006,2006,01aug2006,2006,0,0,0,0,31,69,36,6,4,1,1,1,0,0,1,1,1,1,0,,,1,1,0,196,,,,,,,,,,,,,,,,,,,,,,,,39,0,31,69,36,6,4,1,1,1,0,0,1,1,1,1,0,,,1,1,0,1,0,0,,0,1,1,0,1,0,196,1,1,White,1,Average,1,Average,1,Brown,1,Curly,1,Escort/Massage,39,39
9615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,,220,9,,9,9,,9,9,,9,01jan2004,2004,01jan2004,2004,0,0,0,0,21,69,36,4,4,1,1,0,0,0,1,0,0,1,0,,1,1,1,0,220,,,,,,,,,,,,,,,,,,,,,,,,6,0,21,69,36,4,4,1,1,0,0,0,1,0,0,1,0,,1,1,1,0,1,0,1,0,0,0,1,1,1,0,220,1,1,White,1,Athletic,1,Super nice,1,Blonde,1,Straight,1,Massage/S&M,6,6
9678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,,250,9,,9,9,,9,9,,9,01jan2009,2009,01jan2009,2009,0,0,0,0,36,60,36,4,4,1,1,1,0,1,1,1,1,1,,,0,1,1,,250,,,,,,,,,,,,,,,,,,,,,,,,22,0,36,60,36,4,4,1,1,1,0,1,1,1,1,1,,,0,1,1,,1,1,0,0,0,1,1,0,1,0,250,1,1,White,1,Athletic,1,Youthful,1,Blonde,1,Some curls,1,Escort/Massage,22,22
9741,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,225,,225,7,,7,9,,9,8,,8,01dec2002,2002,01dec2002,2002,0,0,0,-2,18,63,34,2,4,1,1,1,0,,1,1,1,,0,,0,,,,225,,,,,,,,,,,,,,,,,,,,,,,,24,-2,18,63,34,2,4,1,1,1,0,,1,1,1,,0,,0,,,,1,1,0,,0,1,1,0,1,0,225,1,1,White,1,Baby fat,1,Youthful,1,Brown,1,Curly,1,Escort/Massage,24,24
9744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,,300,9,,9,9,,9,9,,9,01feb2006,2006,01feb2006,2006,0,0,0,0,21,63,32,2,5,1,1,1,0,0,1,1,1,1,0,,0,,,0,300,,,,,,,,,,,,,,,,,,,,,,,,2,0,21,63,32,2,5,1,1,1,0,0,1,1,1,1,0,,0,,,0,1,0,0,,0,1,0,0,0,0,300,1,1,White,1,Athletic,1,Super nice,1,Brown,1,Curly,1,Escort,2,2
9809,1,0,1,1,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01feb2007,2007,01feb2007,2007,0,0,0,-1,26,69,36,4,6,1,1,1,1,0,1,1,1,1,,,1,1,,0,300,,,,,,,,,,,,,,,,,,,,,,,,95,-1,26,69,36,4,6,1,1,1,1,0,1,1,1,1,,,1,1,,0,1,0,1,,0,1,1,0,1,0,300,1,1,White,1,Thin,1,Super nice,1,Brown,1,Some curls,1,Escort/Massage,95,95
9838,1,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,150,,150,8,,8,9,,9,8.5,,8.5,01dec2003,2003,01dec2003,2003,0,0,0,-1,41,63,32,2,4,1,1,0,0,0,1,1,0,1,0,,1,1,1,0,150,,,,,,,,,,,,,,,,,,,,,,,,59,-1,41,63,32,2,4,1,1,0,0,0,1,1,0,1,0,,1,1,1,0,1,1,0,,0,0,1,0,0,0,150,1,1,White,1,Thin,1,Average,1,Blonde,1,Straight,1,Massage,59,59
9853,1,0,1,1,0,0,0,2,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,300,,300,7,,7,9,,9,8,,8,01jul2007,2007,01jul2007,2007,0,0,0,-2,21,72,32,2,4,1,1,1,1,0,1,1,1,1,0,,0,,,,300,,,,,,,,,,,,,,,,,,,,,,,,62,-2,21,72,32,2,4,1,1,1,1,0,1,1,1,1,0,,0,,,,1,0,0,,0,1,1,0,1,0,300,1,1,White,1,Thin,1,Youthful,1,Brown,1,Straight,1,Escort/Massage,62,62
9875,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,333,,333,9,,9,9,,9,9,,9,01mar2006,2006,01mar2006,2006,0,0,0,0,31,63,36,3,5,1,1,1,0,0,1,1,1,1,1,,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,13,0,31,63,36,3,5,1,1,1,0,0,1,1,1,1,1,,,,,,1,0,0,,0,1,1,0,1,0,333,1,1,White,1,Thin,1,Youthful,1,Blonde,1,Curly,1,Escort/Massage,13,13
9892,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,250,,250,9,,9,9,,9,9,,9,01jan2009,2009,01jan2009,2009,0,0,0,0,18,60,29,0,4,1,1,1,0,1,1,1,1,1,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,11,0,18,60,29,0,4,1,1,1,0,1,1,1,1,1,,,,,,,1,1,0,0,0,1,0,1,1,0,250,1,1,White,1,Skinny,1,Flat,1,Blonde,1,Some curls,1,Escort/Massage/S&M,11,11
9939,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,350,,350,8,,8,9,,9,8.5,,8.5,01jul2004,2004,01jul2004,2004,0,0,0,-1,31,63,34,3,5,1,1,1,1,0,1,1,1,1,0,,0,,,,350,,,,,,,,,,,,,,,,,,,,,,,,21,-1,31,63,34,3,5,1,1,1,1,0,1,1,1,1,0,,0,,,,1,0,,,0,1,0,0,0,0,350,1,1,White,1,Athletic,1,Perky,1,Blonde,1,Some curls,1,Escort,21,21
9975,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01nov2010,2010,01nov2010,2010,0,0,0,-1,26,63,36,4,6,1,1,1,0,0,,,1,,0,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,5,-1,26,63,36,4,6,1,1,1,0,0,,,1,,0,,,,,,1,0,0,,0,1,1,0,1,0,200,1,1,White,1,Heavy,1,Super nice,1,Brown,1,Straight,1,Escort/Massage,5,5
9988,1,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,250,,250,7,,7,9,,9,8,,8,01feb2006,2006,01feb2006,2006,0,0,0,-2,46,66,34,4,4,1,1,1,0,1,1,1,1,1,,0,0,,1,0,250,,,,,,,,,,,,,,,,,,,,,,,,80,-2,46,66,34,4,4,1,1,1,0,1,1,1,1,1,,0,0,,1,0,1,0,0,,0,1,0,0,0,0,250,1,1,Italian,1,Thin,1,Perky,1,Brown,1,Straight,1,Escort,80,80
10015,1,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,250,,250,7,,7,9,,9,8,,8,01jun2007,2007,01jun2007,2007,0,0,0,-2,31,63,40,3,5,1,1,1,0,0,1,1,1,1,0,,0,,,1,250,,,,,,,,,,,,,,,,,,,,,,,,13,-2,31,63,40,3,5,1,1,1,0,0,1,1,1,1,0,,0,,,1,1,0,0,,0,1,1,0,1,0,250,1,1,White,1,Heavy,1,Average,1,Brown,1,Straight,1,Escort/Massage,13,13
10029,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01mar2011,2011,01mar2011,2011,0,0,0,-1,26,63,34,2,2,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,300,,,,,,,,,,,,,,,,,,,,,,,,87,-1,26,63,34,2,2,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,300,1,1,White,1,Average,1,Average,1,Brown,1,Curly,1,Escort/Massage,87,87
10052,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,300,,300,9,,9,9,,9,9,,9,01aug2003,2003,01aug2003,2003,0,0,0,0,26,66,34,4,5,1,1,1,1,0,1,1,1,,0,,,,1,,300,,,,,,,,,,,,,,,,,,,,,,,,22,0,26,66,34,4,5,1,1,1,1,0,1,1,1,,0,,,,1,,1,0,1,,0,1,1,0,1,0,300,1,1,African american,1,Other,1,Perky,1,Brown,1,Straight,1,Escort/Massage,22,22
10068,1,0,0,0,0,0,0,5,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,260,,260,9,,9,9,,9,9,,9,01dec2010,2010,01dec2010,2010,0,0,0,0,21,63,36,4,5,1,1,1,1,,1,,1,,0,,0,,,,260,,,,,,,,,,,,,,,,,,,,,,,,34,0,21,63,36,4,5,1,1,1,1,,1,,1,,0,,0,,,,1,0,1,0,0,1,1,0,1,0,260,1,1,Latina,1,Athletic,1,Super nice,1,Brown,1,Straight,1,Escort/Massage,34,34
10092,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,200,,200,9,,9,9,,9,9,,9,01nov2009,2009,01nov2009,2009,0,0,0,0,21,63,34,1,4,,,1,1,0,1,0,1,,0,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,6,0,21,63,34,1,4,,,1,1,0,1,0,1,,0,,,,,,1,0,0,,0,1,0,1,1,0,200,1,1,African american,1,Skinny,1,Perky,1,Black,1,Straight,1,Escort/Massage/S&M,6,6
10126,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,400,,400,8,,8,9,,9,8.5,,8.5,01oct2003,2003,01oct2003,2003,0,0,0,-1,21,63,36,3,4,1,1,1,1,0,1,1,1,1,,,,1,1,,400,,,,,,,,,,,,,,,,,,,,,,,,46,-1,21,63,36,3,4,1,1,1,1,0,1,1,1,1,,,,1,1,,1,0,,0,0,1,1,0,1,0,400,1,1,White,1,Athletic,1,Youthful,1,Blonde,1,Straight,1,Escort/Massage,46,46
10175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,,400,7,,7,9,,9,8,,8,01jul2005,2005,01jul2005,2005,0,0,0,-2,21,60,34,3,5,,,1,0,0,1,1,1,1,1,,0,1,1,1,400,,,,,,,,,,,,,,,,,,,,,,,,4,-2,21,60,34,3,5,,,1,0,0,1,1,1,1,1,,0,1,1,1,1,0,1,0,0,1,1,0,1,0,400,1,1,African american,1,Athletic,1,Super nice,1,Black,1,Straight,1,Escort/Massage,4,4
10184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,,200,7,,7,9,,9,8,,8,01nov2007,2007,01nov2007,2007,0,0,0,-2,21,69,38,6,5,1,1,1,1,0,1,1,1,1,0,,1,1,1,0,200,,,,,,,,,,,,,,,,,,,,,,,,1,-2,21,69,38,6,5,1,1,1,1,0,1,1,1,1,0,,1,1,1,0,1,0,0,,0,1,0,1,1,,200,1,1,White,1,Athletic,1,Super nice,1,Brown,1,Some curls,1,Escort/Massage/S&M,1,1
10188,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,350,,350,8,,8,9,,9,8.5,,8.5,01feb2010,2010,01feb2010,2010,0,0,0,-1,36,66,38,3,5,1,1,1,1,0,1,1,1,1,0,0,0,,,0,350,,,,,,,,,,,,,,,,,,,,,,,,1,-1,36,66,38,3,5,1,1,1,1,0,1,1,1,1,0,0,0,,,0,1,1,1,,0,1,1,0,1,0,350,1,1,White,1,Average,1,Average,1,Blonde,1,Straight,1,Escort/Massage,1,1
10202,1,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01jan2009,2009,01jan2009,2009,0,0,0,-1,21,69,36,3,3,1,1,1,0,0,1,1,1,1,0,,,1,1,,200,,,,,,,,,,,,,,,,,,,,,,,,80,-1,21,69,36,3,3,1,1,1,0,0,1,1,1,1,0,,,1,1,,1,1,0,0,0,1,1,0,1,0,200,1,1,White,1,Thin,1,Perky,1,Red,1,Some curls,1,Escort/Massage,80,80
10221,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,166,,166,7,,7,9,,9,8,,8,01oct2004,2004,01oct2004,2004,0,0,0,-2,36,63,44,7,6,1,1,1,0,0,,,1,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,18,-2,36,63,44,7,6,1,1,1,0,0,,,1,,,,,,,,1,1,0,,0,1,1,0,1,0,166,1,1,White,1,Heavy,1,Droopy,1,Blonde,1,Straight,1,Escort/Massage,18,18
10228,1,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01nov2006,2006,01nov2006,2006,0,0,0,-1,26,63,34,4,4,,,1,1,,,,1,1,,,0,,,,200,,,,,,,,,,,,,,,,,,,,,,,,19,-1,26,63,34,4,4,,,1,1,,,,1,1,,,0,,,,1,0,1,,0,1,1,0,1,0,200,1,1,Asian,1,Thin,1,Super nice,1,Black,1,Straight,1,Escort/Massage,19,19
10314,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,175,,175,9,,9,9,,9,9,,9,01nov2000,2000,01nov2000,2000,0,0,0,0,21,66,32,2,0,1,1,1,0,,1,1,1,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,1,0,21,66,32,2,0,1,1,1,0,,1,1,1,,,,,,,,1,0,0,,0,1,1,0,1,0,175,1,1,African american,1,Athletic,1,Youthful,1,Bleached,1,Straight,1,Escort/Massage,1,1
10372,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,250,,250,9,,9,9,,9,9,,9,01dec2004,2004,01dec2004,2004,0,0,0,0,21,66,34,3,5,1,1,1,0,,1,1,1,1,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,20,0,21,66,34,3,5,1,1,1,0,,1,1,1,1,,,,,,,1,0,0,,0,1,1,0,1,0,250,1,1,Asian,1,Average,1,Average,1,Brown,1,Some curls,1,Escort/Massage,20,20
10386,1,0,0,3,0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,400,,400,9,,9,9,,9,9,,9,01oct2010,2010,01oct2010,2010,0,0,0,0,26,66,36,3,5,1,1,1,0,,1,1,1,1,0,0,,1,,0,400,,,,,,,,,,,,,,,,,,,,,,,,46,0,26,66,36,3,5,1,1,1,0,,1,1,1,1,0,0,,1,,0,1,0,0,,0,1,1,0,1,0,400,1,1,White,1,Athletic,1,Super nice,1,Brown,1,Straight,1,Escort/Massage,46,46
